Frame,Smoothness,MSJ,Var
127,5.119767951299269e-07,175591720000.0,1.1123602728357367e-05
128,6.460697822943215e-07,185380300000.0,8.349427416323594e-06
129,7.519367731473702e-07,185290060000.0,7.177384592847303e-06
130,5.922212968504736e-07,187732950000.0,8.994462486097801e-06
131,5.40272969115448e-07,169617720000.0,1.0912275111459133e-05
132,5.23568669420196e-07,164740920000.0,1.1593768556475303e-05
133,4.43092183152055e-07,166258720000.0,1.357442006622415e-05
134,5.108029624856593e-07,183319120000.0,1.0679197346775627e-05
135,4.867515161575305e-07,262427500000.0,7.828582724762851e-06
136,2.536923689341134e-07,323027340000.0,1.2202623409971873e-05
137,1.636978997601426e-07,352861550000.0,1.7312208771311958e-05
138,1.5240485690192569e-07,342244160000.0,1.9171896493279755e-05
139,1.3603971647314786e-07,341715160000.0,2.1511464599372247e-05
140,1.3119183742647253e-07,325845120000.0,2.3392783586404346e-05
141,1.317289376221453e-07,324168780000.0,2.341787966312523e-05
142,1.3243975840435223e-07,330999630000.0,2.2811511210451313e-05
143,1.3188217246610802e-07,331592900000.0,2.286697079711429e-05
144,1.3224988645378897e-07,326118080000.0,2.318620958747079e-05
145,1.3387029097932767e-07,322311420000.0,2.3176083043436432e-05
146,1.322776781085748e-07,329412840000.0,2.2949480534740468e-05
147,1.2206996180911356e-07,380338570000.0,2.1538763611118923e-05
148,1.1932427063794357e-07,421918930000.0,1.986287664892633e-05
149,1.182791695432148e-07,427494180000.0,1.9777048414457085e-05
150,1.1657898714124804e-07,423009400000.0,2.0278212378238234e-05
151,1.0778328440880743e-07,440508840000.0,2.1061723628998062e-05
152,1.0946099983386428e-07,448743570000.0,2.0358337117139648e-05
153,1.1248452494255645e-07,450315900000.0,1.9741942394693995e-05
154,1.1210550699120728e-07,445786800000.0,2.0009941337417907e-05
