Frame,DCR
0,0.07310496726478702
1,0.0738899261625626
2,0.07378228603248499
3,0.08397405608009066
4,0.07598463795283565
5,0.07329959581496807
6,0.09539850189409627
7,0.09559963119095242
8,0.040389094654061396
9,0.04050508548714139
10,0.044641408960108445
11,0.033049806616841225
12,0.03307145405308662
13,0.050772505901041494
14,0.08472835428022774
15,0.06093201289262797
16,0.0811194963334806
17,0.08128370889121249
18,0.12250810977154254
19,0.10784190179940056
20,0.06270285360991043
21,0.04094000939651859
22,0.04376012517465021
23,0.044066568835301086
24,0.05452240616004899
25,0.03177391618965099
26,0.034745787366404594
27,0.03583551938463784
28,0.05403286402102852
29,0.05099583886597006
30,0.09737816641979802
31,0.1222892313693571
32,0.12627784341737777
33,0.1860122749542992
34,0.20411933876678648
35,0.25634541537319766
36,0.21712111361499473
37,0.22013321100903133
38,0.12217079399968614
39,0.07010465426623991
40,0.06270578228169763
41,0.04612565231630768
42,0.04598762061323757
43,0.04850502415861712
44,0.053028038104866275
45,0.04943842269595419
46,0.08659480242260287
47,0.0879239860569062
48,0.11143381892351224
49,0.09171381044345633
50,0.08700790845160364
51,0.10541627754365895
52,0.11096463071480323
53,0.14198860892310858
54,0.1253538384440768
55,0.13320721756184872
56,0.15137375782085497
57,0.14481747274788914
58,0.06183869595624995
59,0.05848347768279523
60,0.042917937574244856
61,0.05653254755332959
62,0.056635233788701334
63,0.06358570107657341
64,0.08508921077666734
65,0.06622003818171537
66,0.07228258133084332
67,0.07220092744396168
68,0.10425592358277438
69,0.10692971833390655
70,0.122137719648537
71,0.15428023066911786
72,0.15732357295111407
73,0.16354052573714536
74,0.15880113023120238
75,0.15035293299958105
76,0.10134329599455853
77,0.10223487795228565
78,0.06603425774571967
79,0.041097192624979295
80,0.07227133704165853
81,0.052328208321780305
82,0.052608845927646336
83,0.07315758384800218
84,0.08404453250234692
85,0.2671843249271671
86,0.21063155853797103
87,0.21210963300837982
88,0.2885529938121021
89,0.280768546097784
90,0.18730024729552663
91,0.17405636934004398
92,0.17649689823166823
93,0.15299438577277671
94,0.09885555856664066
95,0.09208991713614008
96,0.07902899659811481
97,0.07183440658711422
98,0.03445750757723308
99,0.037491831135273296
100,0.042982395821666665
101,0.04118978069495585
102,0.04145140844873115
103,0.07343972476814956
104,0.09266503187347819
105,0.12405383923225383
106,0.1846934058753366
107,0.18339836186762795
108,0.2046290302948905
109,0.22626379271936434
110,0.1865405575780711
111,0.1272025054566391
112,0.12569031417077575
113,0.09447701977475231
114,0.04954780837679118
115,0.06405820146982076
116,0.06386749636853654
117,0.06375531566551518
118,0.05967355634647075
119,0.08769750073176129
120,0.14943585651619867
121,0.10776260157169697
122,0.10807367683550015
123,0.11800231128784633
124,0.1652645873147478
125,0.15966440766885698
126,0.1486287362636101
127,0.14854383610238572
128,0.12795675542330115
129,0.08321063919234935
130,0.031138438529572106
131,0.05650023336853268
132,0.058029811557722265
133,0.024796397554926537
134,0.05618660572710103
135,0.053241402418914875
136,0.09516119321510032
137,0.09616819266424341
138,0.16999515835890663
139,0.21690035911494882
140,0.3791682581268373
141,0.46533981802447905
142,0.46603564580747936
143,0.6106740049731766
144,0.574184184398192
145,0.44426105619690087
146,0.2532735665729885
147,0.25266929976825997
148,0.1216769531046065
149,0.056321011344608936
150,0.04747660728528862
151,0.05423143427502407
152,0.05452561240594313
153,0.07111138673936208
154,0.08546900995498168
