Frame,Smoothness,MSJ,Var,DCR,Coordination_Index
54,1.319545246432686e-06,51060260000.0,1.4841989197331998e-05,0.1133840823310626,0.5
55,1.4016851884831551e-06,51427013000.0,1.3872591888071914e-05,0.1099796504518942,0.5
56,1.3979970945296142e-06,52426010000.0,1.3644144583515663e-05,0.0873070763896544,0.5
57,1.3748561703247412e-06,52832092000.0,1.3767158950069133e-05,0.1004748028209825,0.5
58,1.308255179740011e-06,52892303000.0,1.4451551962430471e-05,0.101155508387582,0.5
59,1.236347769349795e-06,52184228000.0,1.549956650032252e-05,0.0952906105311817,0.5
60,1.1439136409512137e-06,51536073000.0,1.6962698549731878e-05,0.0883491392244964,0.5
61,1.0903661343722658e-06,51740934000.0,1.7725271940625296e-05,0.096177912021078,0.5
62,1.204905355174394e-06,51278870000.0,1.6184828754175254e-05,0.1103850985791279,0.5
63,1.4397550023309923e-06,49991864000.0,1.3893492968893106e-05,0.1110783647836001,0.5
64,2.0403491258494622e-06,50069017000.0,9.788712343201134e-06,0.0969979365035796,0.5
65,1.5979345015162046e-06,47822975000.0,1.3085904391746355e-05,0.0815851692478192,0.5
66,2.239348006916e-06,27184570000.0,1.642687540910017e-05,0.0777947760826797,0.5
67,2.4179721679539407e-06,22534935000.0,1.8352335992605516e-05,0.0803432819088683,0.5
68,2.780721429543923e-06,22287784000.0,1.6135202477466302e-05,0.080217444164054,0.5
69,2.868508834725737e-06,22579171000.0,1.5439547340391115e-05,0.075919308042197,0.5
70,2.1539022759061136e-06,23495430000.0,1.9760124160975525e-05,0.0672248937150741,0.5
71,3.456724320887773e-06,23513608000.0,1.2303097797535351e-05,0.0704083241637554,0.5
72,3.8859600739560936e-06,22650028000.0,1.1361383886830492e-05,0.0925994000375008,0.5
73,4.426734676882708e-06,20924400000.0,1.079596776630777e-05,0.0919040600552176,0.5
74,3.1571804528873605e-06,19761625000.0,1.6027897921796562e-05,0.1063780902922492,0.5
75,3.901896982052421e-06,18748768000.0,1.3669409859198952e-05,0.0965512588068031,0.5
76,3.7795461022976937e-06,20025700000.0,1.3212074013971494e-05,0.1042420794634959,0.5
77,3.7046251145819363e-07,21862578000.0,0.0001234679385389,0.1039147067338141,0.5
78,2.280810912895191e-07,21114896000.0,0.0002076450890074,0.1049555071080923,0.5
79,1.5318566625500677e-06,19367393000.0,3.370621862411894e-05,0.0988914786357315,1.0
80,3.9356458831362806e-06,17680644000.0,1.43709074868998e-05,0.111927021943085,1.0
81,2.673373243107191e-06,17488945000.0,2.1388268439423687e-05,0.1005241154177355,1.0
82,4.007816631267622e-06,16881359000.0,1.478029201402614e-05,0.09758968258513,1.0
83,2.5039141654737264e-06,16233925000.0,2.460118068546821e-05,0.0982159362612374,1.0
84,3.232727275505226e-06,16138236000.0,1.9167852950760828e-05,0.107129301474059,1.0
85,2.5492137316029435e-06,19990362000.0,1.962329725217463e-05,0.1060173006526542,1.0
86,2.981985036522031e-06,21589627000.0,1.553274127344998e-05,0.0887561562509558,1.0
87,1.827318961168481e-06,26044594000.0,2.1011993172416672e-05,0.0812184116937132,1.0
88,9.815741999606965e-07,43387660000.0,2.3480656127769096e-05,0.0812701365273307,1.0
89,6.824869855977178e-07,53643580000.0,2.7314143125041664e-05,0.0972713864458998,1.0
90,5.727292449027129e-07,58364318000.0,2.99159623988048e-05,0.1054922113528373,1.0
91,5.231826481532094e-07,60821828000.0,3.142584580571584e-05,0.0944497232591092,1.0
92,5.390009354021619e-07,59166190000.0,3.135715345479311e-05,0.0913884997533988,1.0
93,5.38674016584284e-07,59100290000.0,3.1411170399068704e-05,0.0917196585678434,1.0
94,5.29042626413892e-07,59396330000.0,3.1823613910613734e-05,0.0869616209351063,1.0
95,5.180947609045995e-07,59662668000.0,3.235101460481268e-05,0.092442188943983,1.0
96,4.948396690843088e-07,61427417000.0,3.289826714428591e-05,0.076199403853278,1.0
97,4.9441902391433e-07,62640796000.0,3.228846112959646e-05,0.0631274774859803,1.0
98,6.311190381200785e-07,63546397000.0,2.4934319228787592e-05,0.0629340302644457,1.0
99,5.036513539639911e-07,63271346000.0,3.138070532676645e-05,0.0571489354346844,1.0
100,4.890207767685921e-07,63359455000.0,3.2274612891764856e-05,0.068098844966904,1.0
101,5.536868878734082e-07,63271318000.0,2.854490767917925e-05,0.0471140698933694,1.0
102,4.45660252454362e-07,63218300000.0,3.549384914283285e-05,0.0506540765723036,1.0
103,4.398079006609477e-07,60988700000.0,3.72809882170387e-05,0.0502424225571786,1.0
104,4.611162979811464e-07,58610970000.0,3.700074032819418e-05,0.0563457795444241,1.0
105,4.608829073226711e-07,58910380000.0,3.683132761458952e-05,0.0506575218654025,1.0
106,5.679816455784076e-07,59156226000.0,2.9762197334095093e-05,0.0680599805228823,1.0
107,6.332450617289906e-07,59367920000.0,2.659965983351717e-05,0.0675701162716046,1.0
108,6.67814644540472e-07,59298705000.0,2.525216157064276e-05,0.0672159901668335,1.0
109,4.804822372174411e-07,60440200000.0,3.443472091741831e-05,0.0579845898013859,1.0
110,5.401290928244247e-07,63737880000.0,2.904722020515265e-05,0.0641665893597137,1.0
111,4.5908130241893685e-07,64623720000.0,3.3706856504061535e-05,0.0313554286928954,1.0
112,4.992980351679107e-07,62118200000.0,3.2241932792737154e-05,0.0396422904482898,1.0
113,6.495444570855365e-07,62976037000.0,2.4446433586222843e-05,0.0381929699056789,1.0
114,7.050714062298583e-07,60671033000.0,2.337680743857338e-05,0.0446029314933188,0.5
115,1.4129402072674732e-06,43461423000.0,1.628439618338373e-05,0.063229197266657,0.5
116,1.5569639985551445e-06,34784338000.0,1.8464477036876785e-05,0.0538457589009434,1.0
117,1.8016070127294456e-06,30968764000.0,1.7923188634042127e-05,0.058159161878592,1.0
118,1.4695380176423424e-06,28756380000.0,2.366379134038062e-05,0.0600226368986451,1.0
119,1.6853504321984731e-06,28781277000.0,2.0615742889343207e-05,0.0846821970907948,1.0
120,1.7074129274375577e-06,28871084000.0,2.0286055176490267e-05,0.0956941900007132,1.0
121,1.8145090890940992e-06,28470692000.0,1.935717798537909e-05,0.0843049158287516,1.0
122,1.317722217951265e-06,28373996000.0,2.6745767396992782e-05,0.0782028406105435,1.0
123,1.4579609535144183e-06,26561743000.0,2.582241793662393e-05,0.0782402066372114,1.0
124,1.4336396291131274e-06,24346702000.0,2.864964487400453e-05,0.0861328603523805,1.0
125,1.7127852603844304e-06,22546366000.0,2.589523028737912e-05,0.0777334388943848,1.0
