Frame,Smoothness,MSJ,Var
76,3.7795461022976937e-06,20025700000.0,1.3212074013971494e-05
77,3.7046251145819363e-07,21862578000.0,0.00012346793853891
78,2.280810912895191e-07,21114896000.0,0.00020764508900749705
79,1.5318566625500677e-06,19367393000.0,3.370621862411894e-05
80,3.9356458831362806e-06,17680644000.0,1.4370907486899799e-05
81,2.673373243107191e-06,17488945000.0,2.1388268439423687e-05
82,4.007816631267622e-06,16881359000.0,1.478029201402614e-05
83,2.5039141654737264e-06,16233925000.0,2.460118068546821e-05
84,3.232727275505226e-06,16138236000.0,1.9167852950760828e-05
85,2.5492137316029435e-06,19990362000.0,1.962329725217463e-05
86,2.981985036522031e-06,21589627000.0,1.553274127344998e-05
87,1.827318961168481e-06,26044594000.0,2.1011993172416672e-05
88,9.815741999606963e-07,43387660000.0,2.3480656127769096e-05
89,6.824869855977178e-07,53643580000.0,2.7314143125041664e-05
90,5.727292449027129e-07,58364318000.0,2.99159623988048e-05
91,5.231826481532094e-07,60821828000.0,3.142584580571584e-05
92,5.390009354021619e-07,59166190000.0,3.135715345479311e-05
93,5.38674016584284e-07,59100290000.0,3.1411170399068704e-05
94,5.29042626413892e-07,59396330000.0,3.1823613910613734e-05
95,5.180947609045995e-07,59662668000.0,3.2351014604812676e-05
96,4.948396690843088e-07,61427417000.0,3.289826714428591e-05
97,4.9441902391433e-07,62640796000.0,3.228846112959646e-05
98,6.311190381200785e-07,63546397000.0,2.4934319228787592e-05
99,5.036513539639911e-07,63271346000.0,3.138070532676645e-05
100,4.890207767685921e-07,63359455000.0,3.2274612891764856e-05
101,5.536868878734082e-07,63271318000.0,2.854490767917925e-05
102,4.4566025245436197e-07,63218300000.0,3.549384914283285e-05
103,4.3980790066094767e-07,60988700000.0,3.72809882170387e-05
104,4.611162979811464e-07,58610970000.0,3.700074032819418e-05
105,4.608829073226711e-07,58910380000.0,3.6831327614589524e-05
106,5.679816455784076e-07,59156226000.0,2.9762197334095093e-05
107,6.332450617289906e-07,59367920000.0,2.659965983351717e-05
108,6.67814644540472e-07,59298705000.0,2.525216157064276e-05
109,4.804822372174411e-07,60440200000.0,3.443472091741831e-05
110,5.401290928244247e-07,63737880000.0,2.904722020515265e-05
111,4.5908130241893674e-07,64623720000.0,3.3706856504061535e-05
112,4.992980351679107e-07,62118200000.0,3.2241932792737154e-05
113,6.495444570855365e-07,62976037000.0,2.4446433586222843e-05
114,7.050714062298583e-07,60671033000.0,2.337680743857338e-05
115,1.4129402072674732e-06,43461423000.0,1.628439618338373e-05
116,1.5569639985551445e-06,34784338000.0,1.8464477036876782e-05
117,1.8016070127294458e-06,30968764000.0,1.7923188634042127e-05
118,1.4695380176423424e-06,28756380000.0,2.366379134038062e-05
119,1.6853504321984731e-06,28781277000.0,2.0615742889343207e-05
120,1.7074129274375575e-06,28871084000.0,2.0286055176490267e-05
121,1.8145090890940992e-06,28470692000.0,1.935717798537909e-05
122,1.317722217951265e-06,28373996000.0,2.6745767396992786e-05
123,1.4579609535144185e-06,26561743000.0,2.5822417936623932e-05
124,1.4336396291131274e-06,24346702000.0,2.8649644874004534e-05
125,1.7127852603844304e-06,22546366000.0,2.589523028737912e-05
