Frame,Person,Keypoint_Index,Keypoint_X,Keypoint_Y
9,0,1,0.0,0.0
9,0,2,695.49774,297.32654
9,0,3,0.0,0.0
9,0,4,658.0861,268.09406
9,0,5,657.86865,345.948
9,0,6,579.1925,338.48804
9,0,7,664.02606,472.11844
9,0,8,561.7644,485.99432
9,0,9,696.598,586.68463
9,0,10,609.8537,605.1654
9,0,11,601.6303,563.0533
9,0,12,546.8221,565.24
9,0,13,613.8794,742.45557
9,0,14,575.2132,762.16626
9,0,15,609.5671,923.7056
9,0,16,556.08075,961.15466
10,0,0,698.69574,317.05893
10,0,1,0.0,0.0
10,0,2,695.4764,297.36362
10,0,3,0.0,0.0
10,0,4,658.1204,268.1132
10,0,5,657.86206,345.9135
10,0,6,579.2157,338.4673
10,0,7,664.01935,472.10037
10,0,8,561.7841,486.02124
10,0,9,696.59784,586.66064
10,0,10,609.869,605.17035
10,0,11,601.4828,562.8609
10,0,12,546.6815,565.04517
10,0,13,613.8739,742.3028
10,0,14,575.2432,762.02826
10,0,15,609.50104,923.60284
10,0,16,556.06836,961.10876
11,0,0,698.69806,312.85986
11,0,1,0.0,0.0
11,0,2,694.407,294.13257
11,0,3,0.0,0.0
11,0,4,658.22314,272.76837
11,0,5,656.89655,351.51913
11,0,6,589.6939,340.59323
11,0,7,667.2565,471.5359
11,0,8,567.27924,477.84732
11,0,9,713.8504,581.025
11,0,10,616.97107,594.10767
11,0,11,606.50476,561.03094
11,0,12,559.15826,560.50616
11,0,13,616.2771,751.9754
11,0,14,577.1837,762.3148
11,0,15,609.51215,929.99945
11,0,16,556.4577,963.2534
12,0,0,700.41724,315.6376
12,0,1,0.0,0.0
12,0,2,695.7202,296.32556
12,0,3,0.0,0.0
12,0,4,656.0191,268.76242
12,0,5,657.52374,345.82422
12,0,6,585.77985,337.32687
12,0,7,680.20935,472.4858
12,0,8,580.51465,485.89703
12,0,9,731.69666,581.87115
12,0,10,636.70966,603.0083
12,0,11,601.12317,563.0717
12,0,12,551.8605,564.1682
12,0,13,608.581,746.1993
12,0,14,582.58325,760.40924
12,0,15,604.6104,921.68994
12,0,16,554.4878,961.88544
13,0,0,702.6912,312.86218
13,0,1,0.0,0.0
13,0,2,698.0497,293.65186
13,0,3,0.0,0.0
13,0,4,659.3642,270.72787
13,0,5,656.7733,345.9398
13,0,6,588.0945,341.08536
13,0,7,687.68536,469.0712
13,0,8,589.9211,493.81915
13,0,9,749.8735,570.5524
13,0,10,653.90765,601.9747
13,0,11,594.6072,557.2663
13,0,12,548.7746,560.27216
13,0,13,607.0938,742.54584
13,0,14,584.23193,757.64886
13,0,15,608.0335,918.25146
13,0,16,559.061,959.6783
14,0,0,699.943,310.3528
14,0,1,0.0,0.0
14,0,2,696.0002,290.6415
14,0,3,0.0,0.0
14,0,4,661.6789,271.73688
14,0,5,655.36035,350.74786
14,0,6,593.91925,342.83624
14,0,7,697.82776,471.7049
14,0,8,594.67737,484.3542
14,0,9,767.08356,561.0017
14,0,10,667.70154,586.4828
14,0,11,597.27423,556.50555
14,0,12,557.3595,557.64935
14,0,13,606.1286,744.6534
14,0,14,582.9835,756.96063
14,0,15,606.6827,927.88776
14,0,16,558.82745,963.21954
15,0,0,702.3473,309.9615
15,0,1,0.0,0.0
15,0,2,698.97327,289.8532
15,0,3,0.0,0.0
15,0,4,664.8447,269.9624
15,0,5,663.234,349.6592
15,0,6,591.0658,340.28314
15,0,7,713.8762,471.28815
15,0,8,602.5268,481.02173
15,0,9,787.52783,559.88544
15,0,10,679.9764,576.09357
15,0,11,603.35925,562.6974
15,0,12,557.46674,563.636
15,0,13,608.86426,747.69196
15,0,14,576.2173,757.6766
15,0,15,608.6054,925.6472
15,0,16,552.7898,956.81836
16,0,0,702.3512,309.93924
16,0,1,0.0,0.0
16,0,2,698.9592,289.8395
16,0,3,0.0,0.0
16,0,4,664.7745,269.96347
16,0,5,663.2289,349.63406
16,0,6,591.0877,340.27902
16,0,7,713.87885,471.27722
16,0,8,602.5611,481.0262
16,0,9,787.50574,559.875
16,0,10,679.9959,576.15656
16,0,11,603.29535,562.7282
16,0,12,557.41125,563.65576
16,0,13,608.76776,747.77765
16,0,14,576.1205,757.7231
16,0,15,608.71106,925.7745
16,0,16,552.831,956.8514
17,0,0,703.4187,305.9782
17,0,1,0.0,0.0
17,0,2,699.4525,285.91714
17,0,3,0.0,0.0
17,0,4,664.57623,267.28384
17,0,5,665.3522,350.12677
17,0,6,593.47705,339.5159
17,0,7,720.6398,466.98828
17,0,8,615.0742,478.1411
17,0,9,800.1199,540.7755
17,0,10,706.7679,569.4209
17,0,11,604.5429,565.0378
17,0,12,557.3928,565.134
17,0,13,608.9537,749.6514
17,0,14,568.91144,759.4142
17,0,15,606.92163,924.9166
17,0,16,544.7364,957.79944
18,0,0,702.9788,301.49173
18,0,1,0.0,0.0
18,0,2,699.6426,279.73026
18,0,3,0.0,0.0
18,0,4,659.85126,256.89545
18,0,5,662.0865,348.2462
18,0,6,585.3089,333.13956
18,0,7,727.33777,457.3184
18,0,8,627.0146,471.5311
18,0,9,818.77997,531.6081
18,0,10,714.89545,548.0208
18,0,11,597.85767,566.6561
18,0,12,547.61,565.4048
18,0,13,605.07227,745.67194
18,0,14,566.6052,758.94855
18,0,15,596.61646,923.2024
18,0,16,536.8172,957.81305
19,0,0,701.68353,292.14908
19,0,1,0.0,0.0
19,0,2,696.399,270.5791
19,0,3,0.0,0.0
19,0,4,653.6023,252.44962
19,0,5,662.38544,346.58505
19,0,6,584.1271,331.61044
19,0,7,732.39606,448.46988
19,0,8,633.60016,462.48605
19,0,9,826.01276,511.09927
19,0,10,734.6916,534.45074
19,0,11,600.0502,567.5641
19,0,12,547.873,565.74005
19,0,13,603.9208,746.2573
19,0,14,560.2058,755.38074
19,0,15,600.2262,922.92664
19,0,16,535.8374,954.6255
20,0,0,698.98895,282.17386
20,0,1,0.0,0.0
20,0,2,692.3599,261.50494
20,0,3,0.0,0.0
20,0,4,645.0821,248.86885
20,0,5,652.5412,338.85294
20,0,6,582.1338,331.9226
20,0,7,735.5026,437.67618
20,0,8,651.0107,456.10995
20,0,9,837.15656,496.7888
20,0,10,761.47906,518.769
20,0,11,592.6554,565.6842
20,0,12,542.8074,567.435
20,0,13,605.9077,746.51953
20,0,14,552.6794,766.793
20,0,15,609.75195,932.81964
20,0,16,549.7806,965.3672
21,0,0,695.09753,273.36923
21,0,1,698.4787,258.98825
21,0,2,685.9767,253.02582
21,0,3,0.0,0.0
21,0,4,638.6305,244.6316
21,0,5,650.70337,338.5298
21,0,6,584.8103,329.20425
21,0,7,738.85516,426.48523
21,0,8,664.68713,443.91925
21,0,9,846.8602,477.02457
21,0,10,777.2438,494.94727
21,0,11,593.68207,563.1209
21,0,12,544.88086,564.19275
21,0,13,616.52966,752.2623
21,0,14,552.9367,769.24054
21,0,15,612.5574,932.1711
21,0,16,550.12317,964.1768
22,0,0,695.09143,273.3695
22,0,1,698.4672,258.98346
22,0,2,685.9714,253.02261
22,0,3,0.0,0.0
22,0,4,638.63025,244.62758
22,0,5,650.7023,338.56375
22,0,6,584.7959,329.26312
22,0,7,738.8477,426.51172
22,0,8,664.71326,443.96567
22,0,9,846.8636,477.02118
22,0,10,777.2902,494.99277
22,0,11,593.71423,563.1627
22,0,12,544.8953,564.2492
22,0,13,616.56024,752.329
22,0,14,552.90216,769.3591
22,0,15,612.5654,932.2139
22,0,16,550.0829,964.21326
23,0,0,691.8974,269.48175
23,0,1,695.749,255.14003
23,0,2,681.44995,249.23973
23,0,3,0.0,0.0
23,0,4,633.0595,241.72472
23,0,5,651.8907,336.83365
23,0,6,584.314,326.62622
23,0,7,748.4979,415.9973
23,0,8,676.32623,434.08347
23,0,9,859.42053,451.9274
23,0,10,790.2816,478.39877
23,0,11,592.7431,560.8264
23,0,12,541.6333,561.1757
23,0,13,625.24536,748.82434
23,0,14,550.3713,765.55396
23,0,15,614.27155,934.59576
23,0,16,546.89734,964.14496
24,0,0,686.1565,268.3072
24,0,1,689.665,254.04945
24,0,2,674.87384,249.1382
24,0,3,0.0,0.0
24,0,4,626.4512,243.87648
24,0,5,647.381,335.22153
24,0,6,583.23425,326.09824
24,0,7,745.214,404.37573
24,0,8,677.8058,422.95395
24,0,9,856.98615,433.83115
24,0,10,794.8385,458.93033
24,0,11,590.1143,562.5308
24,0,12,540.43835,563.365
24,0,13,630.109,748.12006
24,0,14,548.3535,765.46783
24,0,15,615.29956,933.6046
24,0,16,545.1348,962.6435
25,0,0,684.079,266.44986
25,0,1,687.76135,251.92561
25,0,2,672.38025,247.20653
25,0,3,0.0,0.0
25,0,4,624.03864,241.78162
25,0,5,645.29974,330.51752
25,0,6,581.7889,322.0221
25,0,7,745.3028,393.62723
25,0,8,690.19336,410.55322
25,0,9,862.21716,417.09366
25,0,10,822.64514,434.77423
25,0,11,586.59247,560.60767
25,0,12,536.1225,561.87994
25,0,13,630.1639,743.99854
25,0,14,547.8591,761.8321
25,0,15,617.62445,931.33484
25,0,16,542.644,961.615
26,0,0,681.12634,264.38467
26,0,1,684.8353,249.93109
26,0,2,669.425,245.24016
26,0,3,0.0,0.0
26,0,4,622.13635,239.7409
26,0,5,641.91864,325.4686
26,0,6,581.3703,318.77188
26,0,7,746.2259,380.81277
26,0,8,700.71674,400.84326
26,0,9,863.3984,394.28842
26,0,10,834.07477,411.62534
26,0,11,586.45953,558.7564
26,0,12,537.4543,560.64276
26,0,13,625.3444,743.7122
26,0,14,548.0136,761.89325
26,0,15,619.4225,930.8833
26,0,16,541.7551,962.7684
27,0,0,679.6156,263.39365
27,0,1,683.2011,248.92946
27,0,2,667.52625,244.5266
27,0,3,0.0,0.0
27,0,4,620.9501,239.53326
27,0,5,642.01196,324.02762
27,0,6,581.26514,315.35147
27,0,7,743.15027,373.76724
27,0,8,696.1401,384.88663
27,0,9,863.3257,377.0658
27,0,10,839.7933,384.46335
27,0,11,588.5633,558.13293
27,0,12,540.12,559.0548
27,0,13,620.0808,745.91254
27,0,14,549.6742,761.67975
27,0,15,619.07697,930.7101
27,0,16,542.1195,963.36584
28,0,0,679.6249,263.39142
28,0,1,683.21564,248.92978
28,0,2,667.541,244.52435
28,0,3,0.0,0.0
28,0,4,620.9774,239.52054
28,0,5,642.0272,323.99475
28,0,6,581.2946,315.3497
28,0,7,743.1942,373.7451
28,0,8,696.2969,384.92322
28,0,9,863.3732,377.0833
28,0,10,839.939,384.43213
28,0,11,588.4349,557.9657
28,0,12,539.99426,558.90283
28,0,13,620.0716,745.6919
28,0,14,549.67224,761.52655
28,0,15,619.1023,930.7022
28,0,16,542.12787,963.3703
29,0,0,676.5192,263.114
29,0,1,681.1581,250.48187
29,0,2,666.14276,244.5791
29,0,3,0.0,0.0
29,0,4,619.29144,237.7766
29,0,5,640.8188,317.36676
29,0,6,581.931,316.7732
29,0,7,741.9326,358.53754
29,0,8,695.89307,376.13205
29,0,9,863.2169,366.47052
29,0,10,850.2983,373.97177
29,0,11,586.9655,548.435
29,0,12,539.0152,553.6194
29,0,13,610.26385,744.2214
29,0,14,548.1729,769.56104
29,0,15,617.48584,919.32697
29,0,16,535.9833,961.442
30,0,0,676.7414,263.20834
30,0,1,681.4547,250.27483
30,0,2,666.33856,244.47244
30,0,3,0.0,0.0
30,0,4,619.05505,236.6152
30,0,5,641.3553,312.88748
30,0,6,582.67444,314.4501
30,0,7,748.35565,346.09305
30,0,8,698.2227,369.3381
30,0,9,869.51697,346.71442
30,0,10,849.38947,357.14612
30,0,11,590.0592,543.91394
30,0,12,542.69806,550.0511
30,0,13,610.4948,741.2531
30,0,14,550.79614,767.7909
30,0,15,617.78375,919.14935
30,0,16,538.4976,961.32495
31,0,0,676.122,262.7357
31,0,1,680.51495,250.04938
31,0,2,666.09247,244.02856
31,0,3,0.0,0.0
31,0,4,619.49603,236.05412
31,0,5,635.5768,310.12543
31,0,6,584.0438,310.1337
31,0,7,747.4896,338.85745
31,0,8,702.96796,356.4636
31,0,9,865.6494,331.97064
31,0,10,845.6979,337.58542
31,0,11,593.7537,544.1904
31,0,12,551.17096,549.5362
31,0,13,608.60394,743.6409
31,0,14,556.1921,765.8738
31,0,15,614.07837,920.9913
31,0,16,538.4229,958.7044
32,0,0,675.94904,262.26703
32,0,1,678.81195,247.2357
32,0,2,665.4322,242.99272
32,0,3,0.0,0.0
32,0,4,619.09827,235.46024
32,0,5,634.36273,313.11575
32,0,6,581.2784,304.08682
32,0,7,745.00195,337.06833
32,0,8,704.36847,343.4146
32,0,9,864.30255,319.72058
32,0,10,842.59973,321.98773
32,0,11,598.01605,558.44226
32,0,12,557.3763,558.5466
32,0,13,607.6793,749.3152
32,0,14,562.7401,762.8881
32,0,15,616.34894,930.93976
32,0,16,546.9747,969.25415
33,0,0,675.80536,262.30936
33,0,1,678.4684,246.92982
33,0,2,664.476,243.18631
33,0,3,0.0,0.0
33,0,4,618.49097,236.46503
33,0,5,635.43585,312.6946
33,0,6,586.39844,303.46637
33,0,7,745.52094,333.1212
33,0,8,707.1122,336.16205
33,0,9,870.0954,306.371
33,0,10,851.61017,306.3333
33,0,11,597.2469,553.5987
33,0,12,559.9775,553.41504
33,0,13,608.5639,745.27496
33,0,14,574.29205,756.3793
33,0,15,617.4835,930.3424
33,0,16,546.9167,965.93774
34,0,0,675.84705,262.30463
34,0,1,678.5097,246.91054
34,0,2,664.48737,243.17624
34,0,3,0.0,0.0
34,0,4,618.47284,236.46182
34,0,5,635.39905,312.64087
34,0,6,586.44794,303.4724
34,0,7,745.32733,333.0529
34,0,8,707.0829,336.15594
34,0,9,869.98816,306.4041
34,0,10,851.62726,306.26126
34,0,11,597.13806,553.6256
34,0,12,559.90857,553.4678
34,0,13,608.48846,745.27386
34,0,14,574.2628,756.45355
34,0,15,617.4559,930.392
34,0,16,546.9089,965.96747
35,0,0,676.24713,263.8284
35,0,1,679.0293,248.61613
35,0,2,665.2846,244.36784
35,0,3,0.0,0.0
35,0,4,619.28357,236.34596
35,0,5,632.7589,312.10565
35,0,6,585.91583,302.03613
35,0,7,739.9435,332.198
35,0,8,707.24756,332.14203
35,0,9,855.89026,298.3253
35,0,10,840.4895,296.64642
35,0,11,595.7478,547.8888
35,0,12,560.652,547.4793
35,0,13,608.1152,742.13934
35,0,14,584.9936,750.78735
35,0,15,614.8684,930.3584
35,0,16,552.97003,960.59436
36,0,0,677.8539,265.07285
36,0,1,680.841,250.00928
36,0,2,666.6282,245.7059
36,0,3,0.0,0.0
36,0,4,620.3244,238.25693
36,0,5,633.6115,313.23
36,0,6,585.74286,304.05194
36,0,7,746.475,325.3027
36,0,8,712.03143,326.98383
36,0,9,863.98285,283.99426
36,0,10,850.0176,283.32385
36,0,11,598.4418,549.03204
36,0,12,563.14264,549.1481
36,0,13,615.04175,743.61847
36,0,14,594.7258,750.624
36,0,15,616.4816,930.6202
36,0,16,555.16864,957.32117
37,0,0,677.9211,266.54944
37,0,1,680.5089,250.97415
37,0,2,666.71246,247.26207
37,0,3,0.0,0.0
37,0,4,621.3217,239.12308
37,0,5,628.8448,311.5416
37,0,6,588.7948,303.51764
37,0,7,739.0287,322.20148
37,0,8,717.75934,322.14047
37,0,9,852.27124,278.75568
37,0,10,848.3397,275.31586
37,0,11,596.2023,547.8602
37,0,12,565.5114,548.73926
37,0,13,614.0356,742.49634
37,0,14,594.0329,750.9408
37,0,15,616.24585,929.5904
37,0,16,559.538,959.50824
38,0,0,679.98,266.63928
38,0,1,682.5062,250.98775
38,0,2,668.5675,247.3331
38,0,3,0.0,0.0
38,0,4,622.83356,239.12411
38,0,5,629.96924,311.2722
38,0,6,587.13904,303.58972
38,0,7,732.2135,317.84238
38,0,8,714.3899,317.0075
38,0,9,845.0277,272.0875
38,0,10,846.9397,268.44653
38,0,11,601.1646,546.2356
38,0,12,568.6027,548.24054
38,0,13,613.5837,740.90704
38,0,14,591.18604,751.2874
38,0,15,615.1767,923.3762
38,0,16,568.4518,959.8762
39,0,0,681.00354,267.10953
39,0,1,683.4124,251.37796
39,0,2,669.8636,247.6616
39,0,3,0.0,0.0
39,0,4,624.3763,238.64435
39,0,5,630.36304,309.32724
39,0,6,589.2688,302.61212
39,0,7,737.45105,309.25772
39,0,8,716.9178,311.98645
39,0,9,854.3235,262.21817
39,0,10,849.68225,261.92584
39,0,11,599.95154,545.54095
39,0,12,568.6557,548.01526
39,0,13,612.63153,739.1924
39,0,14,589.7271,752.1444
39,0,15,616.3905,924.3959
39,0,16,572.7029,961.71313
40,0,0,681.0022,267.10538
40,0,1,683.40894,251.37123
40,0,2,669.8674,247.64969
40,0,3,0.0,0.0
40,0,4,624.38635,238.62538
40,0,5,630.2703,309.3331
40,0,6,589.2972,302.62448
40,0,7,737.3783,309.28717
40,0,8,716.9808,311.989
40,0,9,854.2608,262.24246
40,0,10,849.7112,261.9123
40,0,11,599.8753,545.5792
40,0,12,568.6553,548.0679
40,0,13,612.60834,739.1889
40,0,14,589.7387,752.2158
40,0,15,616.3893,924.36865
40,0,16,572.70795,961.74774
41,0,0,682.6884,266.72064
41,0,1,685.7116,250.96121
41,0,2,670.5664,247.59402
41,0,3,0.0,0.0
41,0,4,624.41895,239.5588
41,0,5,635.42944,308.64355
41,0,6,588.4182,303.25497
41,0,7,743.29767,306.78665
41,0,8,715.20776,312.2665
41,0,9,856.6934,259.90607
41,0,10,847.33435,260.82153
41,0,11,602.5031,549.446
41,0,12,567.64386,552.1701
41,0,13,611.62573,742.74194
41,0,14,588.337,756.0043
41,0,15,616.92993,925.8267
41,0,16,575.0274,963.4684
42,0,0,684.0764,266.3387
42,0,1,686.7457,250.7064
42,0,2,672.20294,247.29938
42,0,3,0.0,0.0
42,0,4,626.22675,239.76665
42,0,5,633.2393,309.15958
42,0,6,587.3407,303.3328
42,0,7,741.82104,304.7839
42,0,8,717.5293,309.23727
42,0,9,858.7317,254.35146
42,0,10,851.6003,255.34631
42,0,11,603.5086,550.62164
42,0,12,568.51056,553.665
42,0,13,615.17035,744.3076
42,0,14,583.2353,758.45325
42,0,15,616.573,927.6211
42,0,16,572.59625,966.2256
43,0,0,686.4286,266.91772
43,0,1,690.03827,251.73349
43,0,2,674.9964,247.38991
43,0,3,0.0,0.0
43,0,4,628.6941,238.24742
43,0,5,639.30945,309.07227
43,0,6,585.622,301.62912
43,0,7,746.18256,304.2107
43,0,8,716.1658,309.02643
43,0,9,860.61163,253.2845
43,0,10,851.7993,254.23398
43,0,11,609.8745,549.5543
43,0,12,569.4846,552.0346
43,0,13,620.1326,742.92096
43,0,14,582.5038,755.6459
43,0,15,617.83685,927.2306
43,0,16,570.26117,964.16437
44,0,0,689.7634,266.42307
44,0,1,692.764,250.90482
44,0,2,677.7865,247.20924
44,0,3,0.0,0.0
44,0,4,629.6832,238.52812
44,0,5,642.3628,307.42056
44,0,6,587.03906,300.17343
44,0,7,746.1369,304.38483
44,0,8,716.2532,308.96744
44,0,9,860.90247,253.2669
44,0,10,851.84344,254.40273
44,0,11,610.13464,547.3078
44,0,12,568.0099,549.84875
44,0,13,627.40704,742.346
44,0,14,583.8349,754.5782
44,0,15,617.94434,929.54865
44,0,16,569.9794,964.20325
45,0,0,690.15625,270.6738
45,0,1,694.0766,255.30858
45,0,2,679.65344,250.64337
45,0,3,0.0,0.0
45,0,4,633.44916,238.39897
45,0,5,641.95355,307.48672
45,0,6,586.98645,299.23965
45,0,7,746.5154,303.57468
45,0,8,717.6968,310.79553
45,0,9,865.54047,253.07567
45,0,10,855.7585,255.67068
45,0,11,610.93787,546.7949
45,0,12,568.1482,549.4951
45,0,13,635.5928,740.6486
45,0,14,582.8675,753.0956
45,0,15,623.7734,930.8238
45,0,16,573.24896,963.9591
46,0,0,690.1582,270.67355
46,0,1,694.0671,255.30977
46,0,2,679.6648,250.6405
46,0,3,0.0,0.0
46,0,4,633.4549,238.39206
46,0,5,641.8427,307.461
46,0,6,586.94824,299.2282
46,0,7,746.49066,303.534
46,0,8,717.7304,310.7884
46,0,9,865.5718,253.08464
46,0,10,855.77344,255.69379
46,0,11,610.9257,546.8007
46,0,12,568.1821,549.5188
46,0,13,635.6021,740.6759
46,0,14,582.87756,753.1503
46,0,15,623.79785,930.8284
46,0,16,573.2642,963.958
47,0,0,696.86017,272.3506
47,0,1,700.4941,256.63043
47,0,2,686.18134,252.4803
47,0,3,0.0,0.0
47,0,4,640.2136,240.3881
47,0,5,643.5762,307.3843
47,0,6,594.5442,299.6901
47,0,7,745.5172,305.39557
47,0,8,729.59143,309.56155
47,0,9,866.1702,255.70161
47,0,10,863.71747,258.622
47,0,11,610.4823,546.4371
47,0,12,569.91583,549.71185
47,0,13,637.6694,739.6884
47,0,14,580.34436,755.6536
47,0,15,628.79553,926.3273
47,0,16,573.89905,966.4897
48,0,0,701.7402,274.0761
48,0,1,705.71454,258.37466
48,0,2,691.4101,254.24512
48,0,3,0.0,0.0
48,0,4,645.8081,241.43793
48,0,5,649.8503,307.20557
48,0,6,596.7161,300.34378
48,0,7,754.8433,307.58517
48,0,8,730.5041,315.00867
48,0,9,874.41327,259.75168
48,0,10,867.3635,263.9968
48,0,11,612.38855,548.49335
48,0,12,569.0764,551.6047
48,0,13,636.8885,742.8591
48,0,14,577.6648,758.05334
48,0,15,633.65515,927.57904
48,0,16,575.3275,966.55505
49,0,0,705.6819,276.82526
49,0,1,709.23444,261.0229
49,0,2,694.9644,256.98422
49,0,3,0.0,0.0
49,0,4,648.5722,244.55367
49,0,5,651.8095,309.9814
49,0,6,602.7956,302.75363
49,0,7,751.23285,314.04877
49,0,8,738.0377,319.13895
49,0,9,871.3865,271.20328
49,0,10,875.11945,274.22623
49,0,11,611.7163,548.699
49,0,12,570.4711,551.13794
49,0,13,633.7088,747.5845
49,0,14,577.9519,760.0086
49,0,15,637.2134,929.13196
49,0,16,577.88416,968.2779
50,0,0,710.53876,279.80045
50,0,1,714.57294,264.2109
50,0,2,700.23627,259.55258
50,0,3,0.0,0.0
50,0,4,653.047,246.08818
50,0,5,657.6039,313.0247
50,0,6,602.4752,304.1473
50,0,7,768.97107,326.512
50,0,8,747.7597,328.8889
50,0,9,902.276,286.35492
50,0,10,899.6199,288.82962
50,0,11,615.0881,544.47797
50,0,12,570.4673,546.5592
50,0,13,633.25616,745.93933
50,0,14,580.8591,756.91223
50,0,15,638.8584,930.32153
50,0,16,575.50543,969.85803
51,0,0,715.08984,280.82346
51,0,1,719.15155,264.93384
51,0,2,705.4135,260.16074
51,0,3,0.0,0.0
51,0,4,658.1061,244.57784
51,0,5,662.9154,311.14023
51,0,6,610.18335,301.91336
51,0,7,770.426,336.36023
51,0,8,746.9358,338.43686
51,0,9,890.6642,317.16946
51,0,10,889.9071,319.63544
51,0,11,615.1765,547.57776
51,0,12,571.96075,548.7071
51,0,13,634.7373,748.225
51,0,14,582.88513,759.2454
51,0,15,638.09985,930.9196
51,0,16,574.4466,969.2601
52,0,0,715.089,280.81992
