Frame,Smoothness,MSJ,Var,DCR,Coordination_Index
72,9.120633837739853e-09,5046425000000.0,2.172656875883781e-05,0.0,0.5
73,9.427779630426147e-09,5107108000000.0,2.076899835550029e-05,0.0,0.5
74,9.603346673375076e-09,5357083600000.0,1.9437883218775985e-05,0.0081077947433553,0.5
75,9.7099200658072e-09,6219816000000.0,1.6557958400986083e-05,0.0516518887264886,0.5
76,7.8721832318969e-09,8407731400000.0,1.5108660876169407e-05,0.0526260261984121,0.5
77,5.563166682256283e-09,12436270000000.0,1.445399145281355e-05,0.0937579547775098,0.5
78,3.4889813046153763e-09,14454798000000.0,1.9828475117171216e-05,0.1385571481171727,0.5
79,2.911647304424946e-09,14598439000000.0,2.3526364592638735e-05,0.1188169331303676,0.5
80,2.816247890326564e-09,14523745000000.0,2.444840274202524e-05,0.1081449584494092,0.5
81,2.7513216181829503e-09,14510844000000.0,2.504759152894314e-05,0.0352542658629034,0.5
82,2.73998911753137e-09,14561366000000.0,2.506392230181361e-05,0.0354746894152818,0.5
83,2.905224479978555e-09,14846319000000.0,2.3184702080306588e-05,0.0332677794962063,0.5
84,3.0738331838799995e-09,15043098000000.0,2.162631005950997e-05,0.0550912858663553,0.5
85,2.931463210630505e-09,14852532000000.0,2.2967570757787203e-05,0.0492677854530859,0.5
86,2.7309996128443187e-09,13892775000000.0,2.6356597736687485e-05,0.0,0.5
87,2.679279610675034e-09,13588071000000.0,2.746781812187441e-05,0.3855473486633434,0.5
88,1.993055169950821e-09,14283976000000.0,3.512623222675625e-05,0.3636075424545127,0.5
89,2.836246171928194e-09,15088422000000.0,2.3367499385360448e-05,0.0044324166883908,0.5
90,2.896863529105082e-09,15043031000000.0,2.294756567095728e-05,0.0208010396124471,0.5
91,2.676077553918822e-09,14981491000000.0,2.494286128708477e-05,0.244069565451731,0.5
92,2.590925578668374e-09,14298088000000.0,2.6993991336811703e-05,0.0826409912455131,0.5
93,2.6210390935739113e-09,14042731000000.0,2.7169079207397904e-05,0.0267721858697326,0.5
94,2.5566600379687413e-09,14075266000000.0,2.7788838465910257e-05,0.0262598356754006,0.5
95,2.4796835800733454e-09,14274607000000.0,2.825137401109345e-05,0.0,0.5
96,2.4986244210490123e-09,14336952000000.0,2.7915292581964844e-05,0.0,0.5
97,2.4470061850393433e-09,14122074000000.0,2.8937863093020614e-05,0.2922796013438867,0.5
98,2.4127470083274256e-09,13754666000000.0,3.01327073716663e-05,0.0,0.5
99,2.4668536856256027e-09,13977978000000.0,2.900095119378346e-05,0.0,0.5
100,2.657536484217659e-09,14124805000000.0,2.6640249904503957e-05,0.0,0.5
101,2.914026389085634e-09,13907661000000.0,2.4674730919968665e-05,0.0,0.5
102,3.5072794277558917e-09,13057206000000.0,2.1836316223481488e-05,0.0,0.5
103,4.629265439361498e-09,10943189000000.0,1.973985809596688e-05,0.0,0.5
104,6.838307867065815e-09,6952457300000.0,2.103357116000557e-05,0.0,0.5
105,8.113791811916475e-09,4876043600000.0,2.5276012439828877e-05,0.0846499861427305,0.5
106,9.209087591669652e-09,4620605700000.0,2.3500899268059613e-05,0.0825491295548054,0.5
107,8.756800732094553e-09,4611350500000.0,2.476431954389636e-05,0.0,0.5
108,8.276877257740281e-09,4708136000000.0,2.566164369456165e-05,0.1147322079785343,0.5
109,8.1898635477869e-09,4723022000000.0,2.585254724294477e-05,0.062305093272725,0.5
110,9.165418909032734e-09,4362766000000.0,2.5008390636417143e-05,0.1084026043897298,0.5
111,1.0342981889320372e-08,4155026400000.0,2.326914573182162e-05,0.0039627636677895,0.5
112,1.0813855834750278e-08,4177013200000.0,2.2138774035561903e-05,0.0038888674436124,0.5
113,1.163732682038422e-08,4127225000000.0,2.0820378294163864e-05,0.0005050722979049,1.0
114,1.336821737300577e-08,3803212200000.0,1.966871300082155e-05,0.0174284076270512,1.0
115,1.4015572607535052e-08,3107011700000.0,2.296393246482652e-05,0.0217781528758382,1.0
116,1.9570199316972113e-08,2262751500000.0,2.258228474246417e-05,0.0806948723125472,1.0
117,1.835153236021052e-08,2216858700000.0,2.4580439079827152e-05,0.0583490770491861,1.0
118,1.9555701923060716e-08,2115088000000.0,2.4176762068233405e-05,0.0577680390602918,1.0
119,2.0911346704994312e-08,2121516000000.0,2.2540921434411025e-05,0.032668162944085,1.0
120,2.1921500091618795e-08,2082063900000.0,2.190966134536971e-05,0.0291726069214625,1.0
121,2.07858562837623e-08,2059079400000.0,2.336463388548632e-05,0.0078874533797961,0.5
122,2.2584365980036042e-08,1822545500000.0,2.429482066613088e-05,0.0095588464178355,0.5
123,2.5406961383125762e-08,1698352900000.0,2.317497825432478e-05,0.013405710198141,0.5
124,2.8880690509894177e-08,1678373400000.0,2.0630218204754776e-05,0.0136971393012397,0.5
125,3.4977863193340144e-08,1463083900000.0,1.954058181690928e-05,0.0095171317041616,1.0
126,4.452515027002559e-08,952379400000.0,2.3582215562821268e-05,0.0203552018441741,1.0
127,1.0494486708028945e-06,743341750000.0,1.2818872126507885e-06,0.0197524308793526,0.5
128,6.779055579939559e-07,706683200000.0,2.0874002892980965e-06,0.0256525526459403,0.5
129,1.32890513733489e-07,690562500000.0,1.0896899646160052e-05,0.0339325863818208,0.5
130,8.697720336796373e-08,615168000000.0,1.8689633073802084e-05,0.0335740525284785,0.5
131,8.782705064129185e-08,573071750000.0,1.9868389281516985e-05,0.0286392540358309,0.5
132,8.716224623166199e-08,557151160000.0,2.0591999102822735e-05,0.0242458261943977,0.5
133,1.1012979193886873e-07,558269330000.0,1.6264898645053908e-05,0.0263719730353512,0.5
134,1.1092295635316753e-07,513800370000.0,1.7546241448524834e-05,0.015177485054563,0.5
135,9.17416643161536e-08,407363220000.0,2.6757869231039816e-05,0.0128692793524056,0.5
136,1.167308322021615e-07,327154630000.0,2.6185525612104585e-05,0.012104549637193,0.3333333333333333
137,1.240733133835417e-07,266240490000.0,3.027244225835557e-05,0.0182133377008517,0.5
138,1.3927210075260068e-07,226939190000.0,3.163925947356155e-05,0.0407686793650919,0.5
139,1.5513058844994973e-07,203748670000.0,3.1637904229482315e-05,0.0403610647606051,0.5
140,1.5978822623895244e-07,180684650000.0,3.46364911916239e-05,0.036320822469002,0.5
141,1.6972320969141913e-07,148788870000.0,3.959936676441282e-05,0.0316947814445581,0.5
142,2.0393129344779406e-07,137808120000.0,3.5582891523900195e-05,0.0301051622185851,0.5
143,2.261256661157871e-07,131747504000.0,3.356662262868374e-05,0.0526680770309231,0.5
144,3.072452543210523e-07,114107245000.0,2.852341133053821e-05,0.0,1.0
145,2.420177189776349e-07,82107376000.0,5.0323467759226656e-05,0.0,0.5
146,6.759306846513104e-08,58402010000.0,0.000253320315889,0.0,0.5
147,1.0075679957214605e-06,44007924000.0,2.255248066541404e-05,0.0211596557723888,0.5
148,2.45454671047713e-06,32342663000.0,1.2596556963499071e-05,0.0202202301377754,0.5
