Frame,Smoothness,MSJ,Var
39,1.0250419584394056e-07,579440200000.0,1.6836417243534583e-05
40,1.1173720493336142e-07,551379800000.0,1.6231225060975964e-05
41,1.0712379449256429e-07,552362700000.0,1.6900114933060913e-05
42,1.1081056402962509e-07,544441760000.0,1.6575527402618166e-05
43,1.2722388484837515e-07,545719600000.0,1.4403290744497941e-05
44,9.520008140375148e-08,497270980000.0,2.1123677247140043e-05
45,9.332287263576252e-08,440395400000.0,2.433151144294072e-05
46,1.0185625944174447e-07,403702550000.0,2.431928172423847e-05
47,1.0204302993636848e-07,404686340000.0,2.421575783160426e-05
48,1.0638744777807923e-07,398985660000.0,2.355875188437826e-05
49,1.1747838985685737e-07,372795200000.0,2.2833455367497083e-05
50,1.3945931450213797e-07,310627570000.0,2.3084072000433594e-05
51,1.4578610065476862e-07,367058650000.0,1.8687377326624243e-05
52,1.6444252964002037e-07,451668280000.0,1.3463754638657581e-05
53,1.0090379721349332e-07,538729680000.0,1.8395921439459645e-05
54,1.1172828520323775e-07,557733000000.0,1.6047614636627666e-05
55,9.512209127877813e-08,546936800000.0,1.9221240431104765e-05
56,6.617434239270879e-08,638344560000.0,2.36731023067569e-05
57,7.551766395348431e-08,678781800000.0,1.9508381669786498e-05
58,5.89505960387913e-08,871003600000.0,1.9475644142574985e-05
59,1.589460017604891e-08,1902115300000.0,3.3076043039392064e-05
60,1.2635471430590984e-08,2559242100000.0,3.092410690437926e-05
61,1.3408835440876597e-08,2552205000000.0,2.9220887178503033e-05
62,1.0748159285495096e-08,2581220800000.0,3.6044644131912755e-05
63,1.6969364693141346e-08,2662354600000.0,2.213443814749488e-05
64,9.883426723483999e-09,2828078400000.0,3.577675951623101e-05
65,1.2243403038689173e-08,3525196000000.0,2.3169388139387795e-05
66,8.628550320090637e-09,3835066600000.0,3.0219637600884728e-05
67,1.327367622796579e-08,3836116500000.0,1.9638892364300584e-05
68,8.938522184380242e-09,3882912000000.0,2.8812219819450878e-05
69,8.976872173331082e-09,3947048000000.0,2.822295954869296e-05
70,9.064377381410205e-09,4177344300000.0,2.640959509158681e-05
71,8.873734453330445e-09,4759459000000.0,2.367750622827077e-05
72,9.120633837739851e-09,5046425000000.0,2.172656875883781e-05
73,9.427779630426147e-09,5107108000000.0,2.0768998355500292e-05
74,9.603346673375077e-09,5357083600000.0,1.9437883218775982e-05
75,9.7099200658072e-09,6219816000000.0,1.6557958400986083e-05
76,7.8721832318969e-09,8407731400000.0,1.5108660876169407e-05
77,5.563166682256283e-09,12436270000000.0,1.445399145281355e-05
78,3.4889813046153767e-09,14454798000000.0,1.9828475117171216e-05
79,2.911647304424946e-09,14598439000000.0,2.3526364592638738e-05
80,2.816247890326564e-09,14523745000000.0,2.444840274202524e-05
81,2.7513216181829503e-09,14510844000000.0,2.504759152894314e-05
82,2.7399891175313704e-09,14561366000000.0,2.506392230181361e-05
83,2.905224479978555e-09,14846319000000.0,2.3184702080306588e-05
84,3.0738331838799995e-09,15043098000000.0,2.162631005950997e-05
85,2.931463210630505e-09,14852532000000.0,2.2967570757787203e-05
86,2.7309996128443187e-09,13892775000000.0,2.6356597736687485e-05
87,2.679279610675034e-09,13588071000000.0,2.746781812187441e-05
88,1.993055169950821e-09,14283976000000.0,3.512623222675625e-05
89,2.836246171928194e-09,15088422000000.0,2.3367499385360448e-05
90,2.896863529105082e-09,15043031000000.0,2.2947565670957282e-05
91,2.6760775539188225e-09,14981491000000.0,2.494286128708477e-05
92,2.5909255786683745e-09,14298088000000.0,2.6993991336811703e-05
93,2.6210390935739113e-09,14042731000000.0,2.7169079207397904e-05
94,2.5566600379687417e-09,14075266000000.0,2.7788838465910257e-05
95,2.4796835800733458e-09,14274607000000.0,2.825137401109345e-05
96,2.4986244210490123e-09,14336952000000.0,2.7915292581964844e-05
97,2.4470061850393433e-09,14122074000000.0,2.8937863093020618e-05
98,2.4127470083274256e-09,13754666000000.0,3.01327073716663e-05
99,2.4668536856256027e-09,13977978000000.0,2.900095119378346e-05
100,2.657536484217659e-09,14124805000000.0,2.6640249904503953e-05
101,2.9140263890856345e-09,13907661000000.0,2.4674730919968662e-05
102,3.5072794277558917e-09,13057206000000.0,2.1836316223481488e-05
103,4.629265439361498e-09,10943189000000.0,1.973985809596688e-05
104,6.838307867065815e-09,6952457300000.0,2.103357116000557e-05
105,8.113791811916475e-09,4876043600000.0,2.5276012439828874e-05
106,9.209087591669652e-09,4620605700000.0,2.3500899268059613e-05
107,8.756800732094553e-09,4611350500000.0,2.4764319543896357e-05
108,8.27687725774028e-09,4708136000000.0,2.566164369456165e-05
109,8.1898635477869e-09,4723022000000.0,2.585254724294477e-05
110,9.165418909032734e-09,4362766000000.0,2.5008390636417146e-05
111,1.034298188932037e-08,4155026400000.0,2.326914573182162e-05
112,1.0813855834750278e-08,4177013200000.0,2.2138774035561903e-05
113,1.163732682038422e-08,4127225000000.0,2.0820378294163864e-05
114,1.336821737300577e-08,3803212200000.0,1.966871300082155e-05
115,1.4015572607535052e-08,3107011700000.0,2.2963932464826517e-05
116,1.957019931697211e-08,2262751500000.0,2.258228474246417e-05
117,1.8351532360210522e-08,2216858700000.0,2.4580439079827152e-05
118,1.9555701923060713e-08,2115088000000.0,2.4176762068233405e-05
119,2.091134670499431e-08,2121516000000.0,2.2540921434411022e-05
120,2.1921500091618795e-08,2082063900000.0,2.190966134536971e-05
121,2.07858562837623e-08,2059079400000.0,2.3364633885486322e-05
122,2.258436598003604e-08,1822545500000.0,2.429482066613088e-05
123,2.540696138312576e-08,1698352900000.0,2.317497825432478e-05
124,2.8880690509894177e-08,1678373400000.0,2.0630218204754776e-05
125,3.497786319334014e-08,1463083900000.0,1.9540581816909276e-05
126,4.4525150270025585e-08,952379400000.0,2.3582215562821268e-05
127,1.0494486708028943e-06,743341750000.0,1.2818872126507883e-06
128,6.779055579939559e-07,706683200000.0,2.0874002892980965e-06
129,1.3289051373348898e-07,690562500000.0,1.0896899646160052e-05
130,8.697720336796373e-08,615168000000.0,1.8689633073802084e-05
131,8.782705064129184e-08,573071750000.0,1.9868389281516985e-05
132,8.716224623166199e-08,557151160000.0,2.0591999102822738e-05
133,1.1012979193886871e-07,558269330000.0,1.6264898645053908e-05
134,1.1092295635316753e-07,513800370000.0,1.7546241448524834e-05
135,9.174166431615359e-08,407363220000.0,2.6757869231039816e-05
136,1.167308322021615e-07,327154630000.0,2.6185525612104582e-05
137,1.240733133835417e-07,266240490000.0,3.027244225835557e-05
138,1.3927210075260066e-07,226939190000.0,3.163925947356155e-05
139,1.5513058844994973e-07,203748670000.0,3.1637904229482315e-05
140,1.5978822623895242e-07,180684650000.0,3.46364911916239e-05
141,1.6972320969141913e-07,148788870000.0,3.9599366764412824e-05
142,2.0393129344779403e-07,137808120000.0,3.5582891523900195e-05
143,2.261256661157871e-07,131747504000.0,3.356662262868374e-05
144,3.072452543210523e-07,114107245000.0,2.8523411330538215e-05
145,2.420177189776349e-07,82107376000.0,5.0323467759226656e-05
146,6.759306846513103e-08,58402010000.0,0.00025332031588902747
147,1.0075679957214605e-06,44007924000.0,2.255248066541404e-05
148,2.45454671047713e-06,32342663000.0,1.2596556963499071e-05
